-0.626883,0.595052,0.477890,-0.289788,0.522232,-0.373405,0.557275,-0.231043,0.469159,-0.377798,0.553032,-0.133288,20.73,47.52,100847.28,100.0,0.01,3.91,644.3,1,1,2,2,2,4,4.604924,5,5,1.03,AA-99-80-85,160,-1,-3,-5,-19,-20,-20,-20,-20,-17,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,39

-0.627284,0.596102,0.477855,-0.289874,0.522349,-0.373309,0.557407,-0.230322,0.469441,-0.377706,0.552562,-0.134894,20.69,47.53,100847.36,99.0,0.01,3.91,644.3,1,3,5,6,2,6,8.083755,8,9,1.04,AA-99-80-85,161,0,-2,-6,-19,-20,-20,-20,-20,-16,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,226

-0.626731,0.594934,0.477962,-0.290019,0.521748,-0.373343,0.557206,-0.230741,0.469335,-0.377730,0.552170,-0.142103,20.69,47.67,100847.36,100.0,0.01,3.91,644.3,2,4,6,6,12,17,18.693905,19,19,0.56,AA-99-80-85,162,-1,-3,-6,-19,-20,-20,-20,-20,-16,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,210

-0.626787,0.596328,0.477933,-0.289637,0.521570,-0.373528,0.557505,-0.230686,0.469309,-0.378057,0.552691,-0.116102,20.64,47.67,100853.70,100.0,0.01,3.91,644.3,3,9,13,15,8,19,24.228912,25,25,1.09,AA-99-80-85,163,-1,-2,-6,-18,-20,-20,-20,-20,-17,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,52

-0.626708,0.594495,0.478134,-0.289952,0.521764,-0.372957,0.557267,-0.231165,0.468839,-0.377750,0.552405,-0.133899,20.60,47.82,100854.94,100.0,0.01,3.91,644.3,3,7,9,10,17,25,27.399487,28,28,0.99,AA-99-80-85,164,-1,-2,-6,-19,-20,-20,-20,-19,-16,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,39

-0.626594,0.594667,0.477766,-0.289571,0.521744,-0.373118,0.557073,-0.230322,0.469096,-0.377455,0.552477,-0.136003,20.50,48.00,100856.80,99.0,0.01,3.91,644.3,1,2,2,3,2,4,4.812904,5,5,1.17,AA-99-80-85,165,0,-2,-5,-18,-20,-20,-20,-19,-17,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,144

-0.626389,0.595216,0.477969,-0.289727,0.522110,-0.373107,0.557091,-0.230549,0.468829,-0.377549,0.552371,-0.141214,20.46,48.05,100856.80,99.0,0.01,3.91,644.3,1,4,6,7,4,8,10.253819,11,11,1.07,AA-99-80-85,166,-1,-2,-5,-18,-20,-20,-20,-18,-17,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,105

-0.626679,0.594996,0.477528,-0.289564,0.522405,-0.372895,0.557091,-0.231040,0.469838,-0.378480,0.552131,-0.125727,20.41,48.24,100856.80,99.0,0.01,3.91,644.3,1,5,8,9,0,2,6.117462,7,7,1.63,AA-99-80-85,167,-1,-1,-5,-17,-20,-20,-18,-18,-17,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,48

-0.626837,0.595325,0.477287,-0.289271,0.522055,-0.372915,0.557001,-0.231068,0.469688,-0.377791,0.551960,-0.125459,20.41,48.42,100855.95,99.0,0.01,3.91,644.3,2,7,12,14,1,10,14.630610,16,16,1.50,AA-99-80-85,168,0,-2,-5,-18,-20,-20,-19,-18,-18,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,139

-0.626887,0.594890,0.477584,-0.289237,0.521652,-0.373282,0.557191,-0.230009,0.468120,-0.376924,0.551947,-0.127331,20.36,48.42,100856.80,100.0,0.01,3.91,644.3,1,2,2,2,5,7,7.202588,7,7,0.89,AA-99-80-85,169,-1,-3,-5,-19,-20,-20,-19,-18,-18,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,108

-0.626621,0.595336,0.477595,-0.289724,0.521682,-0.372748,0.556973,-0.230006,0.468802,-0.377020,0.551966,-0.122661,20.33,48.67,100863.16,99.0,0.01,3.91,644.3,1,1,2,2,5,7,7.008353,7,7,0.67,AA-99-80-85,170,-2,-2,-6,-19,-20,-20,-19,-18,-18,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,100

-0.626466,0.594597,0.477534,-0.289616,0.521548,-0.373275,0.557332,-0.230424,0.468779,-0.376877,0.551672,-0.138475,20.22,48.76,100863.16,100.0,0.01,3.91,644.3,2,9,15,18,0,10,17.201832,18,19,1.48,AA-99-80-85,171,-1,-2,-6,-19,-20,-20,-19,-18,-17,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,100

-0.626386,0.594947,0.477387,-0.289455,0.521724,-0.373095,0.557440,-0.229939,0.468802,-0.377219,0.551330,-0.129439,20.18,48.92,100863.16,99.0,0.01,3.91,644.3,1,2,2,3,9,11,11.653744,12,12,0.76,AA-99-80-85,172,0,-2,-5,-19,-20,-20,-20,-17,-13,-20,-20,-20,-20,-20,-20,-20,-19,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,31

-0.625991,0.595333,0.477199,-0.289300,0.522136,-0.373121,0.557839,-0.230404,0.468008,-0.376487,0.551642,-0.132022,20.12,48.97,100863.34,99.0,0.01,3.91,644.3,1,1,1,1,5,5,5.504194,6,6,0.40,AA-99-80-85,173,0,-2,-5,-18,-20,-20,-18,-17,-14,-19,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,43

